customer_city,customer_state,geolocation_lat,geolocation_lng,total_orders,total_sales
brasilia,DF,-15.786283585240913,-47.88911797837572,1,99.99
brasilia,DF,-15.785749245172015,-47.936385440358706,2,89.9
brasilia,DF,-15.784913720927284,-47.893015075867154,6,1300.77
brasilia,DF,-15.784431863233904,-47.917045573510414,27,2443.92
brasilia,DF,-15.782328657601859,-47.88292095657197,1,16.9
brasilia,DF,-15.782075980611172,-47.875270882946076,3,319.78999999999996
brasilia,DF,-15.781852449476983,-47.934055062534235,2,618.0
brasilia,DF,-15.781099218214399,-47.78362354473951,1,89.0
brasilia,DF,-15.780190808637096,-47.88689436958269,2,518.0
brasilia,DF,-15.778821492801272,-47.87840075820877,4,568.69
brasilia,DF,-15.77868510446602,-48.00002287254453,3,151.93
brasilia,DF,-15.778555142172237,-47.88278389785359,3,359.39
brasilia,DF,-15.778163055053287,-47.87569454035151,3,98.09
brasilia,DF,-15.777903578255176,-47.85173616535553,7,1798.6000000000001
brasilia,DF,-15.777625500000005,-47.87400825,2,446.89
brasilia,DF,-15.776596790121259,-47.88914724014259,3,87.49
brasilia,DF,-15.776026191181735,-47.878938679624106,2,393.79999999999995
brasilia,DF,-15.775965033109031,-47.88626756540543,6,551.08
brasilia,DF,-15.774815956743687,-48.0468055012082,7,826.6
brasilia,DF,-15.774497464648949,-47.87603000020082,1,139.9
brasilia,DF,-15.773413926887455,-47.77853600318313,5,596.69
brasilia,DF,-15.772888898609335,-47.88628830959999,8,511.84000000000003
brasilia,DF,-15.772567582713906,-47.88349979187399,7,567.0500000000001
brasilia,DF,-15.771866153316404,-47.879768587974475,3,507.64
brasilia,DF,-15.771690726661665,-47.92309195755592,4,1167.28
brasilia,DF,-15.771565809833875,-47.87603160286195,1,74.39
brasilia,DF,-15.770179695567686,-47.88701554857543,6,761.2
brasilia,DF,-15.76969077699971,-47.883989148946405,1,129.97
brasilia,DF,-15.768618671007703,-47.88004868759488,2,231.05
brasilia,DF,-15.768227119422363,-47.779885926582374,5,286.87
brasilia,DF,-15.76795567997682,-47.89101172793277,5,592.59
brasilia,DF,-15.767633368980128,-47.877517497894026,2,666.89
brasilia,DF,-15.767568652642153,-47.887577431662685,3,1061.8899999999999
brasilia,DF,-15.766207333326598,-47.884728156030036,5,443.64
brasilia,DF,-15.76528459695353,-47.856663,1,149.9
brasilia,DF,-15.76465779794922,-47.87842786432849,6,1156.28
brasilia,DF,-15.76397732984432,-47.892680297601565,1,149.9
brasilia,DF,-15.763901402890264,-47.88878925797492,4,282.98
brasilia,DF,-15.763580590800172,-47.885824257152535,5,607.78
brasilia,DF,-15.762944403895371,-47.93548179863324,2,400.13
brasilia,DF,-15.762942612120234,-47.78005844343525,1,189.9
brasilia,DF,-15.761386740900727,-47.87892317594594,2,123.99
brasilia,DF,-15.761076000265975,-47.88959628949596,1,16.9
brasilia,DF,-15.760244081241629,-47.88665469664535,1,99.9
brasilia,DF,-15.759941938987497,-47.894498979205224,9,1686.38
brasilia,DF,-15.759528989541128,-47.838894208292295,2,823.4
brasilia,DF,-15.75918910923545,-47.882997147867066,2,217.8
brasilia,DF,-15.758677233711433,-47.87997480011153,2,175.99
brasilia,DF,-15.757499970020184,-47.890053758247596,6,938.0
brasilia,DF,-15.757264381954897,-47.83241416784949,1,44.4
brasilia,DF,-15.756922452945787,-47.88727288933427,1,95.0
brasilia,DF,-15.755890378722901,-47.88374275741537,7,842.4200000000001
brasilia,DF,-15.755013607004077,-47.89147743340465,4,294.69
brasilia,DF,-15.754820612456417,-47.89825021466995,7,685.1800000000001
brasilia,DF,-15.754761952027645,-47.88123323177536,2,78.05
brasilia,DF,-15.754187959068918,-47.88893574964103,4,576.0600000000001
brasilia,DF,-15.75291303038017,-47.88488502914179,3,324.70000000000005
brasilia,DF,-15.751752690236298,-47.89295960849136,3,563.5
brasilia,DF,-15.751234623347077,-47.88967273759191,3,84.85
brasilia,DF,-15.75046199006069,-47.89649347350026,4,396.55
brasilia,DF,-15.750112952659899,-47.88575348876364,3,294.6
brasilia,DF,-15.74972997671513,-47.92717447281999,6,586.69
brasilia,DF,-15.748788595031932,-47.89358954249143,2,298.9
brasilia,DF,-15.748238528117113,-47.882895121477326,1,44.99
brasilia,DF,-15.747830613470377,-47.890560500248306,4,2047.4099999999999
brasilia,DF,-15.747798917387597,-47.88476687608139,1,319.0
brasilia,DF,-15.74718871062609,-47.925360867220036,1,849.0
brasilia,DF,-15.746321463335166,-47.88748863239277,4,977.79
brasilia,DF,-15.745605517370517,-47.8920414132894,2,134.9
brasilia,DF,-15.745499125961473,-47.89486592426569,4,709.63
brasilia,DF,-15.744120683997922,-47.84540335166106,5,362.99
brasilia,DF,-15.743387244652988,-47.887974517292676,2,70.78999999999999
brasilia,DF,-15.742645728252759,-47.8955730598163,3,516.6
brasilia,DF,-15.741595057094202,-47.89278076210348,4,357.15
brasilia,DF,-15.740512311101293,-47.88881091127362,1,516.9
brasilia,DF,-15.739510684713226,-47.88640972075857,3,307.8
brasilia,DF,-15.739487572189853,-47.89679067368496,4,170.6
brasilia,DF,-15.739482811357679,-47.89941620534654,6,755.5
brasilia,DF,-15.738616102285897,-47.880548061445324,4,592.28
brasilia,DF,-15.738457006482582,-47.89413323303607,8,944.58
brasilia,DF,-15.73796289591139,-47.865656392528976,5,1073.21
brasilia,DF,-15.737440587400302,-47.889863624274355,4,598.0
brasilia,DF,-15.737372581372847,-47.88698538453592,2,318.8
brasilia,DF,-15.727567777218658,-47.8811107486624,3,464.89
brasilia,DF,-15.726397652720784,-47.867599498822976,10,759.6800000000001
brasilia,DF,-15.717313805160966,-47.906416137733224,1,42.9
brasilia,DF,-15.714994030460831,-47.88577810310309,19,3085.3
brasilia,DF,-15.704508686910335,-47.824642889212086,2,219.7
brasilia,DF,-15.696767496662838,-48.15513091150767,1,6.9
brasilia,DF,-15.692184012582125,-48.16690111145468,3,379.7
brasilia,DF,-15.688610298832678,-47.82493559065583,14,2606.42
brasilia,DF,-15.677782700718986,-48.195984112805256,1,559.0
brasilia,DF,-15.671696383482969,-48.20144256659082,3,266.88
brasilia,DF,-15.67044853931117,-47.81596285510468,3,188.51999999999998
brasilia,DF,-15.667346604838848,-48.20107219114135,4,1004.79
brasilia,DF,-15.666351618048655,-47.82437983473188,6,508.2
brasilia,DF,-15.663246115641746,-48.19865045716361,1,49.9
brasilia,DF,-15.66275468739991,-47.86039218894382,14,2101.81
brasilia,DF,-15.660124828427874,-48.1933298411551,1,118.0
brasilia,DF,-15.657509558105156,-47.79665767797435,12,1235.47
brasilia,DF,-15.657448058889154,-47.8095103858827,3,828.6999999999999
brasilia,DF,-15.653689265668646,-47.68391334992834,1,84.4
brasilia,DF,-15.652489685381557,-47.80106302787043,5,724.74
brasilia,DF,-15.65088368524391,-47.64451132567621,5,306.38
brasilia,DF,-15.650778165759364,-47.80831029994169,2,473.95
brasilia,DF,-15.650453161860282,-47.79202152308245,3,447.45
brasilia,DF,-15.647895924262103,-47.77783595391179,1,139.0
brasilia,DF,-15.646595997075122,-47.82378905088257,6,480.5799999999999
brasilia,DF,-15.646588340146687,-47.79945936803707,1,40.5
brasilia,DF,-15.646059000000005,-47.78604899999999,1,229.99
brasilia,DF,-15.645184770034566,-48.17963744688566,5,444.59000000000003
brasilia,DF,-15.645092735698789,-47.79841429471472,6,702.59
brasilia,DF,-15.644593447880188,-47.78652725300457,5,434.78999999999996
brasilia,DF,-15.641499015652723,-47.805969968978935,4,343.89
brasilia,DF,-15.640895381740807,-47.81604202656759,1,69.0
brasilia,DF,-15.633883334253095,-47.81584492541541,3,311.79
brasilia,DF,-15.630511017582624,-47.668708048503426,7,991.23
brasilia,DF,-15.625478252566007,-48.64078714428,10,862.38
brasilia,DF,-15.62492861451137,-47.64717420955245,5,953.4300000000001
brasilia,DF,-15.619425760720544,-47.638053531125074,1,159.0
brasilia,DF,-15.616808054352168,-47.64705344526199,8,1173.58
brasilia,DF,-15.613376458566085,-47.636348152092744,3,79.69
brasilia,DF,-15.606237036866709,-47.65110500843902,5,674.79
brasilia,DF,-15.57796552252159,-48.00730195946881,2,319.98
brasilia,DF,-14.616069374297906,-53.15859124208869,3,190.9
brasilia de minas,MG,-16.215706428560953,-44.433944447941585,9,671.74
brasopolis,MG,-22.478535643061456,-45.6179413188178,1,99.99
brauna,SP,-21.504276023714116,-50.32234439497585,5,400.79
braunas,MG,-19.20869666709772,-42.97641519891935,1,89.9
brazabrantes,GO,-16.43241381438336,-49.387132091166634,2,53.5
brazopolis,MG,-22.478535643061456,-45.6179413188178,6,856.13
brejetuba,ES,-20.14768728208619,-41.29158581823656,1,128.89
brejo,MA,-3.6796750053374514,-42.753229897613146,1,99.99
brejo bonito,MG,-21.8513394321701,-50.71456121963189,1,139.9
brejo da madre de deus,PE,-8.11975896574784,-36.34744143794997,4,410.8
brejo do cruz,PB,-6.347542647198111,-37.4999982744409,1,1160.0
brejo dos santos,PB,-6.376879978247281,-37.825443446792654,1,89.99
brejo grande,SE,-10.43007145626256,-36.46656089630383,1,249.0
brejo santo,CE,-7.48940318775888,-38.98429194756268,10,1529.8600000000001
brejoes,BA,-13.100003439556863,-39.80915359448122,1,124.9
brejolandia,BA,-12.484797099889365,-43.961172580152045,1,13.98
breu branco,PA,-3.7749690156536695,-49.564171450996284,3,481.74
breves,PA,-1.6827641076623434,-50.47971983783625,1,609.0
britania,GO,-15.243476632392776,-51.164330801417705,1,89.99
brodowski,SP,-20.988926911431513,-47.654618703557226,9,935.54
brotas,SP,-22.282154968038324,-48.12510155957027,12,1073.08
brotas de macaubas,BA,-12.007079224288079,-42.6197670573623,1,168.0
brumadinho,MG,-20.13944080447951,-44.17686088474677,26,2258.23
brumado,BA,-14.205460464439602,-41.671112056820846,21,2628.85
brusque,SC,-27.156977691539332,-48.93385852967603,2,220.3
brusque,SC,-27.152345395819406,-48.89663456880289,1,87.9
brusque,SC,-27.14779223406619,-48.957917977996665,6,903.41
brusque,SC,-27.121052540706184,-48.911976159442005,12,1621.95
brusque,SC,-27.10967259774645,-48.92661183682271,12,2396.1099999999997
brusque,SC,-27.105724111171032,-48.93331822533233,8,1052.55
brusque,SC,-27.085078646516095,-48.917755702492265,7,1052.28
brusque,SC,-27.076616866728674,-48.89319473283283,7,618.53
brusque,SC,-27.07408785652341,-48.862525126566055,3,289.82
brusque,SC,-27.067730484113444,-48.90591292826643,2,178.7
bueno brandao,MG,-22.44265419909015,-46.34877574535731,4,172.02
buenopolis,MG,-17.874671637787852,-44.170437276665034,4,1231.38
buenos aires,PE,-7.7244413749003495,-35.327301071340315,2,247.9
buerarema,BA,-14.95780133672066,-39.30342647544837,3,1051.8
bugre,MG,-19.429537697924797,-42.25735678929433,1,187.9
buique,PE,-8.62060978721165,-37.14944718709074,1,235.0
buri,SP,-23.799252900703568,-48.60001796917145,10,938.3199999999999
buritama,SP,-21.067287508771535,-50.14440187114213,9,1024.24
buriti,MA,-3.944243935492534,-42.914429901916115,1,151.79
buriti alegre,GO,-18.13450400303502,-49.04126187425261,1,29.99
buriti do tocantins,TO,-5.321205248711932,-48.21111239878048,1,59.9
buriti dos lopes,PI,-3.1774929264642595,-41.869414966186056,2,268.9
buriticupu,MA,-4.316757277478371,-46.45803913868449,4,585.78
buritirama,BA,-10.715085941727198,-43.6342828669913,2,251.9
buritis,MG,-15.62721446009139,-46.42632889398506,13,1740.5700000000002
buritis,RO,-10.207044126109722,-63.831088871403665,2,240.98
buritizal,SP,-20.19351660532341,-47.70999403830061,2,66.99
buritizeiro,MG,-17.364555680535215,-44.984647236468014,8,2611.19
butia,RS,-30.11987672785401,-51.96254104620899,6,1112.69
caarapo,MS,-22.63266113161192,-54.82403489196627,4,1310.49
cabaceiras do paraguacu,BA,-12.5618254818023,-39.18153999621979,1,31.9
cabeceira grande,MG,-16.055668176736315,-47.143652358670614,3,265.89
cabeceiras,GO,-15.80524926175744,-46.93058467081313,1,14.9
cabedelo,PB,-7.045361229648126,-34.842098200986676,5,858.95
cabedelo,PB,-7.0076761310839,-34.918928757338264,1,30.0
cabixi,RO,-13.486852444177552,-60.53788286186566,1,149.9
cabo de santo agostinho,PE,-8.301868561277852,-35.025851716877916,6,629.5
cabo de santo agostinho,PE,-8.297839317356011,-35.04086988207598,1,65.0
cabo de santo agostinho,PE,-8.29066566168043,-35.039558913387296,1,29.99
cabo de santo agostinho,PE,-8.283903239951698,-35.02450558036527,4,642.78
cabo de santo agostinho,PE,-8.280863233446633,-35.02960961209838,3,106.88
cabo de santo agostinho,PE,-8.277071013269676,-35.00626824664251,2,629.0
cabo de santo agostinho,PE,-8.239763893945032,-34.985254322114336,4,774.8
cabo frio,RJ,-22.89397728801661,-42.03330014650005,19,3531.1400000000003
cabo frio,RJ,-22.89397515944693,-42.0444758026044,17,2358.29
cabo frio,RJ,-22.88391841315306,-42.02556816273157,5,1025.3
cabo frio,RJ,-22.880927748818326,-42.03732021337319,9,1192.98
cabo frio,RJ,-22.88050053092918,-42.01962444343114,12,1217.99
cabo frio,RJ,-22.878735324884175,-42.044685833003996,8,964.85
cabo frio,RJ,-22.87791746428932,-42.0106295872261,8,719.83
cabo frio,RJ,-22.864302522261205,-42.026913439712146,8,775.3
cabo frio,RJ,-22.85835543832897,-42.00788906967743,3,311.9
cabo frio,RJ,-22.850698806412893,-42.005000566817465,2,201.79000000000002
cabo frio,RJ,-22.84842225037652,-42.04269685300313,1,179.7
cabo frio,RJ,-22.84416513205862,-42.03141356178735,4,206.8
cabo frio,RJ,-22.833161110090632,-42.02483254070004,7,1707.47
cabo frio,RJ,-22.821259956263006,-41.995753434759294,1,84.9
cabo frio,RJ,-22.750238201407825,-42.01159127461132,1,84.9
cabo frio,RJ,-22.6802414339606,-42.00826524871421,4,904.59
cabo frio,RJ,-22.652414462523907,-42.00600609818576,2,89.99000000000001
cabo frio,RJ,-22.640052989499004,-42.00547415944752,1,58.9
cabo frio,RJ,-22.626445525702376,-42.00644874597795,1,399.9
cabo verde,MG,-21.47382328040176,-46.39609170165559,3,458.78999999999996
cabralia paulista,SP,-22.456542606976473,-49.33753259362305,4,207.29
cabreuva,SP,-23.272925280139958,-47.0846305931781,6,720.6
cabrobo,PE,-8.506721376676866,-39.309094429333996,6,921.79
cacador,SC,-26.791031353295455,-50.97891645085958,1,129.0
cacador,SC,-26.788654105095265,-50.993360060398096,4,617.77
cacador,SC,-26.786115432112734,-51.0214389199046,2,97.9
cacador,SC,-26.78121250880777,-50.987222782077446,2,449.9
cacador,SC,-26.778194551827706,-51.01186246927614,24,2343.59
cacador,SC,-26.775704753869576,-51.02952456825458,4,269.78
cacador,SC,-26.76583234842951,-51.01721273141485,3,661.44
cacapava,SP,-23.13882462895721,-45.72152564292944,2,559.7
cacapava,SP,-23.125016228981334,-45.71406705773996,8,1240.55
cacapava,SP,-23.11406169684072,-45.70061198906473,1,597.9
cacapava,SP,-23.109777967694743,-45.7205368736088,10,699.52
cacapava,SP,-23.106785313341348,-45.71364416682641,9,847.84
cacapava,SP,-23.10463140520373,-45.70609492602987,8,1398.68
cacapava,SP,-23.104114819584026,-45.67752010997833,4,941.66
cacapava,SP,-23.103135690537695,-45.70022942265547,5,584.89
cacapava,SP,-23.093824983470043,-45.701705202111555,15,2184.59
cacapava,SP,-23.093176807225497,-45.71105364946358,5,614.89
cacapava,SP,-23.08772711862367,-45.6901028027442,1,78.0
cacapava,SP,-23.070654425737228,-45.71787013886854,4,179.85000000000002
cacapava do sul,RS,-30.513795368962732,-53.48920920234293,5,859.99
cacaulandia,RO,-10.33854518042262,-62.907643074084675,1,72.9
cacequi,RS,-29.883498364402605,-54.82633070054312,3,286.99
caceres,MT,-16.06438232943728,-57.68804700926159,25,4750.1900000000005
cachoeira,BA,-12.596261024659881,-38.96863572581739,4,479.79
cachoeira alta,GO,-18.73111677835222,-50.95508760157414,6,451.76
cachoeira da prata,MG,-19.52424896323175,-44.4518578727129,2,169.8
cachoeira de minas,MG,-22.355813970805112,-45.78233456696949,6,454.5
cachoeira de pajeu,MG,-15.962509184455818,-41.488403233691365,3,428.8
cachoeira do brumado,MG,-20.39476345719793,-43.27792861411475,1,195.9
cachoeira do campo,MG,-20.339073957512912,-43.681674337912284,2,828.99
cachoeira do sul,RS,-30.046329279337854,-52.89077375267584,10,2458.54
cachoeira do sul,RS,-30.04166839423788,-52.895493636142135,7,777.55
cachoeira do sul,RS,-30.03434176845379,-52.900995048574636,6,572.5899999999999
cachoeira do sul,RS,-30.023143547065175,-52.91233224127847,4,470.76
cachoeira do sul,RS,-30.01102781312712,-52.90338145288066,3,200.88
cachoeira dourada,GO,-18.493615761637802,-49.49093381055509,2,148.9
cachoeira dourada,MG,-18.531781647695585,-49.49432301857276,1,119.9
cachoeira paulista,SP,-22.665773825235462,-45.00905168465506,25,3292.0
cachoeiras de macacu,RJ,-22.602306948260036,-42.76142622840878,1,99.0
cachoeiras de macacu,RJ,-22.470849051492323,-42.657121037845286,19,1819.26
cachoeirinha,RS,-29.957013274941534,-51.1022960764485,6,734.69
cachoeirinha,RS,-29.95269333551591,-51.09779064077645,8,2152.48
cachoeirinha,RS,-29.946476648213793,-51.08007687738528,9,759.78
cachoeirinha,RS,-29.942723408932107,-51.09650357868583,4,215.6
cachoeirinha,RS,-29.941081316868793,-51.10745666222594,11,1700.17
cachoeirinha,RS,-29.935968027119923,-51.08834941199757,3,150.8
cachoeirinha,RS,-29.92825496252196,-51.08079127086063,7,1235.99
cachoeirinha,RS,-29.91603037624623,-51.07581248061897,4,269.97
cachoeirinha,RS,-29.912722324461413,-51.08481400591595,5,364.3
cachoeirinha,RS,-29.911601781929566,-51.0751486507188,2,59.89
cachoeirinha,RS,-29.904950693956568,-51.07030394103,6,632.69
cachoeirinha,RS,-29.887194793276596,-51.090847199098995,2,159.89
cachoeirinha,RS,-29.483965451867405,-50.802359212051314,5,861.0
cachoeiro de itapemirim,ES,-20.8586495211639,-41.11688197001606,7,537.18
cachoeiro de itapemirim,ES,-20.855268653361247,-41.10871046055536,9,824.91
cachoeiro de itapemirim,ES,-20.852955062636017,-41.11820666366201,11,2121.59
cachoeiro de itapemirim,ES,-20.850773092296375,-41.105805462083765,11,1660.74
cachoeiro de itapemirim,ES,-20.84937768298942,-41.12932748549339,3,400.6
cachoeiro de itapemirim,ES,-20.84888395295811,-41.153055030844754,2,161.39
cachoeiro de itapemirim,ES,-20.847459653832125,-41.12005826115421,17,2693.93
cachoeiro de itapemirim,ES,-20.847164397952103,-41.1548455256115,6,929.9
cachoeiro de itapemirim,ES,-20.847148750817716,-41.112945633419415,1,125.99
cachoeiro de itapemirim,ES,-20.84711789220178,-41.13974718071966,2,64.55
cachoeiro de itapemirim,ES,-20.845737443853274,-41.14443509503575,3,191.88000000000002
cachoeiro de itapemirim,ES,-20.844729856199752,-41.11075004879964,9,1317.57
cachoeiro de itapemirim,ES,-20.84407162366201,-41.15350989073693,3,685.9
cachoeiro de itapemirim,ES,-20.84405138213383,-41.13971836504003,7,583.62
cachoeiro de itapemirim,ES,-20.84252698545739,-41.11888795503526,11,1023.22
cachoeiro de itapemirim,ES,-20.841775751043066,-41.129023788285465,4,677.26
cachoeiro de itapemirim,ES,-20.837240420336308,-41.11713803072733,6,559.6
cachoeiro de itapemirim,ES,-20.83232137438696,-41.157260281263376,9,1311.8
cacoal,RO,-11.442768731822959,-61.4502731631457,1,161.5
cacoal,RO,-11.438347500417402,-61.42997245588644,1,113.3
cacoal,RO,-11.437732827982007,-61.44341041380719,1,45.0
cacoal,RO,-11.435230663271089,-61.4334765172429,1,130.0
cacoal,RO,-11.43103084321798,-61.44441104439506,2,225.9
cacoal,RO,-11.428528754795733,-61.459464459317125,2,555.97
cacoal,RO,-11.42706295303259,-61.46786241449919,2,130.0
cacoal,RO,-11.425465424546386,-61.471927642122296,1,339.9
caconde,SP,-21.528683722343338,-46.64505089436829,10,1628.19
cacu,GO,-18.56664910423138,-51.135007457286655,8,982.6800000000001
cacule,BA,-14.501217587397077,-42.22314067996513,3,529.78
caem,BA,-11.115152636765668,-40.39174854621037,1,57.9
caetanopolis,MG,-19.303656393400818,-44.40952697159709,8,664.5699999999999
caete,MG,-19.8849004292492,-43.66495294562986,27,2482.9700000000003
caetes,PE,-8.774425478355141,-36.62489739458794,1,122.9
caetite,BA,-14.064001196267634,-42.4875876306961,10,1892.3
cafeara,PR,-22.790333812014378,-51.71560039329486,2,233.0
cafelandia,PR,-24.622059600596177,-53.32239831564487,11,1645.11
cafelandia,SP,-21.80320059939524,-49.602212692890134,8,729.2
caiana,MG,-20.69789948474924,-41.922451276616826,3,235.9
caiaponia,GO,-16.956804802062678,-51.8135556258415,4,352.78
caibate,RS,-28.29002552855853,-54.63990114817956,1,319.9
caibi,SC,-27.074346228038745,-53.24935701690006,3,132.05
caicara do norte,RN,-5.063372966196423,-36.05112829734299,1,1099.0
caico,RN,-6.4641497837997495,-37.093593888778884,10,2723.2
caieiras,SP,-23.392741159708013,-46.71361570056671,1,139.99
caieiras,SP,-23.391473636369223,-46.730686704069186,4,288.3
caieiras,SP,-23.391267946796557,-46.71286809323583,1,78.0
caieiras,SP,-23.39116944489374,-46.71614479616648,4,352.69
caieiras,SP,-23.3908648121337,-46.71850647800803,1,79.9
caieiras,SP,-23.385476711773816,-46.738659485667704,1,49.0
caieiras,SP,-23.38132680560381,-46.719014207969344,13,995.0
caieiras,SP,-23.377367017269155,-46.70976945451867,1,29.99
caieiras,SP,-23.37630526271187,-46.7506963138948,4,2641.89
caieiras,SP,-23.3742327444972,-46.70236873677641,1,559.0
caieiras,SP,-23.373657058798624,-46.677183149211245,2,172.9
caieiras,SP,-23.36294511334581,-46.74096686271875,19,1976.05
caieiras,SP,-23.357716094647408,-46.7332369986947,6,1070.77
caieiras,SP,-23.352872773131907,-46.74820205424277,14,1087.82
caieiras,SP,-23.347997208115444,-46.75846892525245,5,811.77
caieiras,SP,-23.346146853727817,-46.75190153723834,3,165.39
caieiras,SP,-23.343064913776036,-46.746437113972576,9,1129.8700000000001
caieiras,SP,-23.337534926971806,-46.75629218018843,4,784.8
caieiras,SP,-23.33480311433315,-46.75257958155971,3,194.8
cairu,BA,-13.484783183416193,-39.02506035910309,1,58.99
caiua,SP,-21.831717676862205,-51.99009570480748,2,146.0
cajamar,SP,-23.41736792674435,-46.82550160128406,4,155.4
cajamar,SP,-23.413763984807687,-46.82992271471498,16,2003.6999999999998
cajamar,SP,-23.41218422471149,-46.845135263019195,7,985.57
cajamar,SP,-23.406857959687006,-46.8611543371692,20,2462.27
cajamar,SP,-23.389937474145782,-46.863140641149464,2,109.49
cajamar,SP,-23.37393210304467,-46.863654135539,4,258.13
cajamar,SP,-23.37087914790087,-46.847968328958586,14,1217.16
cajamar,SP,-23.363343229176014,-46.85510973417021,6,421.19000000000005
cajamar,SP,-23.361274239915176,-46.84780101479083,1,47.9
cajamar,SP,-23.352215741814835,-46.8256991012963,2,198.66
cajamar,SP,-23.340394903904894,-46.844019193421666,8,483.08
cajamar,SP,-23.34023461327358,-46.830139519037004,6,414.19
cajamar,SP,-23.334961146536642,-46.83119094546432,5,723.65
cajamar,SP,-23.285529940917318,-46.87367058745331,1,186.0
cajapio,MA,-2.8762657761064014,-44.672934084080396,1,89.99
cajari,MA,-3.321816931557347,-45.01488892761193,1,289.0
cajati,SP,-24.72819885032075,-48.1128044045457,16,1821.3200000000002
cajazeiras,PB,-6.887745156328404,-38.55894250887899,11,1818.16
cajobi,SP,-20.877875377557153,-48.81096248940023,8,1018.4300000000001
cajueiro,AL,-9.398762700999793,-36.146956946374715,1,99.9
cajuri,MG,-20.788628855033426,-42.79602770750053,1,53.9
cajuru,SP,-21.27443256482517,-47.30547622191414,9,643.76
calcado,PE,-8.74221182227642,-36.33608799281209,1,199.0
caldas,MG,-21.91385284576575,-46.39241187788379,5,489.7
caldas brandao,PB,-7.161965454299922,-35.34996167963895,1,139.0
caldas do jorro,BA,-11.027780139903946,-38.791894904061046,1,370.0
caldas novas,GO,-17.73942377072625,-48.6198526311481,36,5301.63
caldeirao grande,BA,-11.107533220644429,-40.0704726890732,2,224.9
caldeirao grande do piaui,PI,-7.33222919962967,-40.63667015643963,1,110.0
california,PR,-23.665523235370998,-51.35659668422704,2,103.8
california da barra,RJ,-21.51765512409707,-43.85246285090664,6,871.97
calmon,SC,-26.602931196443897,-51.099089272478885,1,49.9
camacan,BA,-15.414350130540774,-39.49559371209775,6,1134.67
camacari,BA,-12.829740573799095,-38.2649856931729,1,754.0
camacari,BA,-12.717755816030104,-38.32788051157564,7,1010.87
camacari,BA,-12.713291330371904,-38.31363248271131,5,463.88
camacari,BA,-12.711948722389192,-38.32099080048962,2,139.7
camacari,BA,-12.710369065948328,-38.31686944558229,4,287.0
camacari,BA,-12.709892510372757,-38.33350774344262,3,205.4
camacari,BA,-12.7032569529374,-38.333687001410524,7,1125.4
camacari,BA,-12.701935856389667,-38.32433257166733,12,617.3199999999999
camacari,BA,-12.694580767237262,-38.322714695397714,4,295.69
camacari,BA,-12.694261704089486,-38.33311598442922,10,1951.6
camacari,BA,-12.690129946039994,-38.33171727933863,2,90.49
camacari,BA,-12.665028428734352,-38.30595662717039,3,298.89
camacho,MG,-20.62674426960462,-45.15581132546862,1,59.99
camamu,BA,-13.949892230855664,-39.11166935758069,8,1411.82
camanducaia,MG,-22.75549974414299,-46.14001332890425,9,2180.67
camapua,MS,-19.534726911066016,-54.0424060575388,6,621.29
camaqua,RS,-30.85406360352143,-51.8085350874549,12,1693.85
camaragibe,PE,-8.027754876417697,-35.00146633319281,2,115.22
camaragibe,PE,-8.026658240636213,-34.991744986520914,4,524.89
camaragibe,PE,-8.025704237815438,-34.9813359242102,4,224.55
camaragibe,PE,-8.018498173347496,-34.991321894146395,3,103.09
camaragibe,PE,-8.015102646633885,-34.97090707321031,5,536.3100000000001
camaragibe,PE,-8.014777380978769,-34.991371865429336,8,606.76
camaragibe,PE,-8.013411882352397,-35.00163447290659,2,144.9
camaragibe,PE,-8.008344156828846,-34.985285804257316,1,79.0
camaragibe,PE,-7.977534635859073,-35.00450164230363,1,117.48
camaragibe,PE,-7.9571435979955165,-35.00979604606584,1,19.9
camaragibe,PE,-7.948808380673423,-35.021630304393824,2,152.98
cambara,PR,-23.041547067984553,-50.07527867843522,9,803.1700000000001
cambara do sul,RS,-29.053500891544406,-50.14571173383808,1,372.0
cambe,PR,-23.307691548280737,-51.22668998124704,2,120.80000000000001
cambe,PR,-23.305229487149774,-51.21943769138161,1,49.7
cambe,PR,-23.296597652115654,-51.23994476035826,3,724.9
cambe,PR,-23.289125956311928,-51.242969722915745,6,750.8
cambe,PR,-23.28594398187703,-51.273639723710424,1,50.0
cambe,PR,-23.285752877634124,-51.263677849842736,3,336.8
cambe,PR,-23.27983623436763,-51.28352361017777,4,195.38
cambe,PR,-23.27363606364073,-51.25545635003408,3,262.39
cambe,PR,-23.273274563659697,-51.28164233309258,4,1439.9
cambiasca,RJ,-21.714719999999943,-41.92499999999996,1,22.99
cambira,PR,-23.60488886544814,-51.57907045278063,2,432.0
camboriu,SC,-27.037778589412564,-48.63873300256118,1,129.99
camboriu,SC,-27.034464740271666,-48.65110999089564,2,32.910000000000004
camboriu,SC,-27.0308488566622,-48.662081804969176,8,1332.2
camboriu,SC,-27.02362385481353,-48.64826262904155,9,916.15
camboriu,SC,-27.001829320433647,-48.65806133873695,7,646.9399999999999
cambuci,RJ,-21.574416861817856,-41.911663806863615,8,2042.79
cambui,MG,-22.61187390884463,-46.058156568941314,22,3133.7400000000002
cambuquira,MG,-21.85432094379683,-45.29722726782118,5,340.76
cameta,PA,-2.2506345490931,-49.49773502092509,4,392.8
camocim,CE,-2.9042495798412467,-40.846325303002686,8,1686.29
